,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,actor_3_name,budget_x,actor_2_facebook_likes,movie_facebook_likes,before_premiere_trends,director,writer,producer,composer,cinematographer,main_actor_4,worldwide,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,mpaa_G,mpaa_NC-17,mpaa_PG,mpaa_PG-13,mpaa_R
428,1.7647735251255894,-0.2388078740008319,-0.3573612533523004,515,-0.4397717472861853,88,-0.5333467749504751,162,0.8391756425588296,-0.42816378333411464,-0.512893361390567,-0.34157377046406145,708,262,653,397,28,341,-0.37906554344397675,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
429,-1.1359091122708,-0.24964562943095575,-0.34651711993295353,1011,-0.4448716096229651,111,-0.5272328968494193,781,0.37930004251561134,-0.40680357232670616,-0.512893361390567,-0.34157377046406145,57,529,588,315,225,626,-0.20923263450552568,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430,0.46446751525824237,-0.24332360543005016,-0.4143933624466431,717,-0.452032022398848,560,-0.5691087742539113,618,-0.03491845270329934,-0.45565192372889435,-0.512893361390567,-0.34157377046406145,707,183,412,123,176,719,-0.5876562889700221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
432,0.4144557456479598,-0.1867264381838477,-0.41881134272859927,331,-0.46305596724804887,222,-0.5838490831002924,50,0.5078127737931182,-0.46773269880685486,-0.512893361390567,0.35565714111587504,686,782,390,21,135,1092,-0.5023816915268208,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
433,0.3144322064273946,-0.11116319893492847,-0.036455231053850706,392,0.6945097556790235,534,1.2280363804372643,392,0.7217677583743919,2.675369825824263,-0.512893361390567,-0.34157377046406145,672,762,675,54,66,418,-0.5222593754279854,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
434,-0.18568548967543116,-0.24994667819290364,-0.18506002235601138,526,0.2308859068808547,673,0.09885334622513953,766,0.4967151460231171,-0.3381707631881479,0.26956746430827283,-0.28347119449906677,90,186,526,370,126,1264,-0.14699101499249914,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,-0.18568548967543116,-0.2583760435274444,-0.4308603798612069,1040,-0.49020371928323053,73,-0.6096864994588639,1198,0.5963717272082384,-0.4761367162523926,-0.47581962226816954,-0.34157377046406145,50,172,116,144,353,119,-0.5664979006653017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
438,1.2646558290227636,0.339506797701056,-0.21598588432970428,93,-0.43879298582761134,6,-0.4913871457911742,655,0.2760417820787117,-0.372487167757427,0.5676477788602118,-0.34157377046406145,714,13,108,169,396,234,1.0002238231820622,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439,-0.7858267249988221,-0.24392570295394594,-0.1408802195364501,315,0.2308859068808547,359,0.5561379274821914,719,0.3915125952818592,1.6248676451320447,-0.512893361390567,0.0651442612909015,87,110,74,24,124,795,0.7228027906691109,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,-0.7358149553885395,-0.2571718484796529,-0.4236309575816423,582,-0.45826518747713446,680,-0.5742595071746637,839,0.34223614944657355,-0.44794824107048475,0.0460072283943186,-0.34157377046406145,148,324,458,260,478,926,0.4291588340314807,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442,1.314667598633046,-0.14397751398724798,-0.02922580877428613,1050,0.7460235166565978,276,0.9364965219471916,969,1.1311021045487772,1.2747002515679717,-0.512893361390567,-0.10916346660408262,387,532,125,172,418,789,-0.19318083274086675,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,-0.9358620338296698,-0.19605894980423216,-0.2087564620501397,9,0.2308859068808547,12,0.5378381690564285,1180,0.42290272906794185,1.4497839483500083,-0.512893361390567,0.12324683725589622,217,74,794,346,125,378,-0.08188399598432224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
444,-0.13567372006514858,-0.16956665875281823,-0.12120012555319098,223,0.6945097556790235,534,0.4495219436103549,886,0.6305165864433773,-0.33834584688492997,-0.512893361390567,-0.34157377046406145,423,353,606,95,296,407,0.5009610513971366,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
445,-0.5357678769474092,-0.2321848012379784,-0.29952587511578377,1043,-0.43879298582761134,575,-0.5124925880030381,572,0.5761881300509879,-0.40225139621037326,-0.512893361390567,-0.34157377046406145,611,248,378,203,366,508,-0.5593219475510656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
446,-0.8858502642193873,-0.2610854823849754,-0.05975003617689211,448,0.6429959947014492,566,0.5648481099823257,635,0.7420540764185931,-0.3010530194703562,-0.4975049651518231,-0.34157377046406145,222,481,28,260,446,536,-0.5570410737236712,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,0.014361588765699148,-0.24904353190706,-0.09147916729275885,706,-0.43879298582761134,300,-0.41236736512889793,1202,0.6761421724088845,-0.32346373265845685,-0.512893361390567,-0.34157377046406145,767,17,807,397,92,540,0.1973930491032116,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
449,-0.5857796465576918,-0.17980231665904634,-0.02922580877428613,743,-0.1297104199621655,626,-0.11123793071319647,1141,0.3051722563775357,-0.12596932268831976,1.5736688404730057,0.12324683725589622,656,173,329,157,478,905,3.437706012800477,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,-0.03565018084458343,-0.26259072619471485,-0.4236309575816423,263,0.33391342883600333,109,0.0803023325349496,1028,0.5257208435515663,-0.4008507266361169,0.12052730703230334,0.9366829007658221,20,29,514,207,151,872,-0.4031801789890226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
451,-0.2857090288959963,-0.26259072619471485,-0.2280349214623119,1035,0.5399684727463006,266,0.2862478976102409,155,0.717773684883534,-0.34237277191091675,-0.512893361390567,-0.34157377046406145,102,1074,469,279,329,412,0.9213479583924209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
452,0.014361588765699148,-0.1617393909421732,-0.03404542362732918,752,0.07634462394813175,39,0.46907797835825266,254,0.4388389056045724,1.4497839483500083,-0.512893361390567,1.4015035084857796,808,755,367,92,321,1170,0.8855039953481665,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
453,0.264420436817112,-0.2303785086662911,-0.33406644822925896,843,-0.44729275638891114,177,-0.5337655337245201,552,0.6114564500672225,-0.3728373351509911,-0.512893361390567,-0.22536861853407203,110,862,499,407,90,1110,2.5771407275234632,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,-0.5357678769474092,-0.23609843514330092,-0.2991242405446969,815,0.07634462394813175,7,-0.06739388707069344,37,0.5725126583501077,-0.40137597772646305,-0.10303292888165087,-0.10916346660408262,647,374,314,376,192,1105,0.2780772925873758,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
455,0.7645381329199378,-0.19876838866176313,-0.2726163588529601,22,-0.45872881132593263,290,-0.5272747727268238,498,0.01392321215143794,-0.40225139621037326,-0.47962014627870675,0.18134941322089093,668,1125,321,399,468,1021,-0.34907153308948713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
456,0.7645381329199378,-0.18582329189800406,-0.0440862879045022,230,0.07634462394813175,498,-0.05231857120507634,852,0.2866403098430167,-0.3031540238317406,3.3994107671036318,-0.28347119449906677,509,298,93,54,321,1251,0.763510158255832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
457,-0.3857325681165615,-0.19605894980423216,1.175677904486476,9,0.12785838492570606,625,0.5835666271821336,1072,0.4746762042193482,1.4497839483500083,-0.0657728895626585,-0.16726604256907732,217,9,314,346,442,223,0.49208222765860177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
458,0.9145734417507856,3.9520919410756807,-0.33768115936904125,194,0.282399667858429,656,0.06857708686169187,101,0.2373589906309059,-0.3945477135519636,0.08326726771331097,0.0070416853259068,783,51,472,209,201,1134,0.3852618432271379,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459,0.7145263633096552,-0.18492014561216039,-0.13043772068819015,916,-0.4456443160376287,509,-0.4663872469806925,105,0.717773684883534,-0.3315175827104305,-0.512893361390567,-0.34157377046406145,534,922,536,172,124,1045,0.46473281899121527,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
460,-0.3857325681165615,-0.26259072619471485,5.593658186442604,1018,0.6429959947014492,542,1.9298342098591443,654,0.47122289190743233,2.150118735478154,-0.512893361390567,-0.28347119449906677,580,2,274,172,424,60,-0.1711972329224858,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,-0.9858738034399523,-0.259580238575236,3.9871199020949213,681,0.6429959947014492,566,2.0353195450410597,59,0.5725126583501077,2.5002861290422267,-0.512893361390567,0.8785803248008274,69,768,84,176,478,77,1.1950844477774993,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
462,0.4144557456479598,-0.12019466179336503,-0.15774887152210076,210,0.12785838492570606,194,0.05559556486629936,318,0.056597038599524294,-0.3010530194703562,-0.512893361390567,-0.22536861853407203,257,311,171,205,211,1221,-0.2673827975773378,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464,1.6147382162947417,-0.008204522348751657,-0.11477397241580024,1020,0.17937214590328038,91,0.08453179615280329,246,0.4936398285468553,-0.3010530194703562,-0.512893361390567,-0.34157377046406145,48,27,307,239,303,350,-0.2960813620275579,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
465,-0.48575610733712665,-0.22465858218928128,-0.059348401605805186,634,0.48845471176872624,658,0.4457531146439507,187,0.37605546144027024,-0.3010530194703562,-0.512893361390567,-0.16726604256907732,696,87,726,343,405,197,-0.3045800482457603,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
466,0.3144322064273946,-0.26259072619471485,-0.3890903844681671,335,0.282399667858429,263,0.04914667974600761,228,0.23005334164494762,-0.38701911459033606,1.0892883293261049,-0.34157377046406145,307,397,758,90,229,369,-0.31230334451452596,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,1.0646087505816333,-0.18010336542099423,-0.3754348090512118,811,0.07634462394813175,7,-0.08540051435462497,1087,0.6842305475898416,-0.3073560325545095,-0.512893361390567,0.5299648690108592,340,455,422,150,233,248,-0.4669891301189595,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
468,-0.9358620338296698,-0.2544624096221219,-0.059348401605805186,517,0.12785838492570606,625,0.11464055200663298,187,0.5042869419226522,-0.30630553037381725,-0.512893361390567,0.29755456515088036,292,202,316,115,473,1080,-0.04711105654286011,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
469,0.6645145936993726,-0.18070546294489,-0.35334490764143117,160,0.17937214590328038,91,-0.02627177545948236,96,0.7992235781328754,-0.3973490527004762,-0.512893361390567,-0.34157377046406145,58,407,62,75,102,1209,-0.38098449557020236,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
470,0.014361588765699148,-0.03289052082847826,-0.3416975050799105,258,0.282399667858429,263,0.0891800185447019,1139,0.3456288855583802,-0.3010530194703562,0.6049078181792041,0.12324683725589622,792,143,526,398,59,1142,0.2659018398699811,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
471,-0.7858267249988221,-0.1472890503686747,-0.0750121498781951,448,0.17937214590328038,461,0.05425553678935562,904,0.717773684883534,-0.3010530194703562,-0.512893361390567,-0.34157377046406145,225,406,223,144,478,594,-0.5478731103849585,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,0.3144322064273946,-0.25024772695485153,-0.21357607690318275,156,0.07634462394813175,255,-0.022335442983460116,745,0.6077037934606234,-0.30420452601243286,-0.48874885591185985,-0.34157377046406145,716,931,502,15,41,752,-0.48393467595222156,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
473,-0.8358384946091046,-0.18642538942189982,-0.17501915807883836,147,-0.33576546387246275,84,-0.3761028552966079,831,0.6803186244842018,-0.3204873098131622,-0.48744475453569514,-0.34157377046406145,316,610,559,29,24,218,-0.7136457911604142,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,0.16439689759654688,-0.19876838866176313,-0.20273194348383589,1024,-0.3872792248500371,179,-0.42564201826612186,879,-0.09779467708829591,-0.32819099247157185,-0.47563332207157455,-0.10916346660408262,415,688,826,254,59,1212,-0.5734940253294764,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
475,-0.18568548967543116,-0.26259072619471485,-0.0440862879045022,158,0.4369409507911519,573,0.799143644060458,852,0.717773684883534,1.7999513419140811,-0.512893361390567,-0.34157377046406145,512,691,70,172,146,1133,0.6484202627428126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
476,-0.9358620338296698,-0.25596765343186134,-0.02922580877428613,516,-0.1297104199621655,626,-0.03958830447411079,1141,0.2122758880197363,0.2241980708757531,2.095309390938899,3.4931962432255896,493,115,329,157,478,993,4.048667290707347,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
477,0.9145734417507856,-0.26259072619471485,-0.09911022414341034,4,-0.28425170289488844,353,-0.3138334255961284,1091,0.48085811170011317,-0.12596932268831976,1.0520282900071125,0.12324683725589622,862,1135,209,401,268,568,-0.3515434700789406,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478,-0.6357914161679744,-0.2607844336230275,-0.26418203286013475,530,0.6429959947014492,536,0.40990736358570556,684,0.1678061362481499,-0.3010530194703562,0.008747189075326236,-0.34157377046406145,146,572,387,157,478,857,0.6741468765203666,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,0.11438512798626431,-0.24091521533446708,-0.14369166153405855,844,0.07634462394813175,468,-0.030752494341762995,31,0.3360325998812076,-0.3010530194703562,-0.512893361390567,0.0070416853259068,39,528,226,140,136,33,-0.22277670893015464,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
480,2.16486768200785,-0.26259072619471485,-0.3786478856199072,829,0.07634462394813175,7,-0.11345735221563455,826,0.4071209954156794,-0.3779147623576702,-0.512893361390567,-0.34157377046406145,460,603,418,274,201,389,-0.41985356717116695,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,0.014361588765699148,-0.10243278483843979,-0.24570684259013642,376,-0.33576546387246275,314,-0.39256007511657326,1179,0.36625765376387676,-0.36443331770545334,-0.512893361390567,0.12324683725589622,636,738,578,92,303,537,-0.3300641294310373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
482,0.6145028240890901,-0.1767918290395675,-0.03364378905624226,620,-0.07819665898459119,679,-0.09009061262392806,429,0.4614191386648242,-0.3010530194703562,-0.512893361390567,-0.34157377046406145,2,1106,418,15,333,433,0.06031483340690752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
483,-1.1359091122708,-0.25024772695485153,-0.20032213605731436,466,-0.43879298582761134,551,-0.4721242421851079,706,0.6089756522949977,-0.3549787980792234,-0.5029821909317149,-0.34157377046406145,772,423,389,104,105,1016,0.22032962281396104,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,-1.1359091122708,-0.25355926333627826,-0.2569526105805702,1071,-0.4519289948768928,13,-0.4805412935434108,789,0.47122289190743233,-0.39909988966829657,-0.512893361390567,0.12324683725589622,202,455,323,150,478,1253,1.8690910776301712,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
486,2.114855912397567,-0.26259072619471485,-0.13164262440145091,401,-0.4418838114862658,455,-0.4292852196003127,559,0.6089756522949977,-0.3315175827104305,-0.512893361390567,-0.34157377046406145,265,781,259,257,124,563,-0.5490312679462648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
487,0.3144322064273946,-0.19876838866176313,-0.24530520801904948,363,0.17937214590328038,633,0.009155216824717814,265,0.6089756522949977,-0.3609316437698126,-0.4798809665539397,-0.34157377046406145,668,464,669,40,303,177,-0.4524241580645048,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
488,-0.085661950454866,-0.26259072619471485,-0.07661868816254278,537,-0.33576546387246275,92,-0.3052069948508031,1254,0.2373589906309059,-0.12596932268831976,-0.512893361390567,1.169093204625801,512,691,719,172,396,175,0.5810845252718261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
489,-0.18568548967543116,-0.26259072619471485,-0.3336648136581721,712,-0.4537319765111079,579,-0.5396281565611489,209,0.5737583575022858,-0.38351744065469534,-0.512893361390567,-0.34157377046406145,512,691,261,172,439,6,1.4606635702618376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
490,-0.8358384946091046,-0.238506825238884,-0.4115819204490347,473,-0.45465922420870425,584,-0.5616967439533161,258,2.2482809969461166,-0.42203585394674337,-0.512893361390567,2.7378627556806583,26,1127,196,155,478,672,4.081462243020414,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,0.3644439760376772,-0.11597997912609463,-0.12200339469536482,192,-0.43879298582761134,348,-0.40436907254464,439,1.4688125152237843,-0.3285411598651359,-0.512893361390567,2.8540679076106477,410,544,173,327,205,740,1.5523315955289092,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
492,1.114620520191916,-0.15511631817931973,-0.34571385079077965,369,0.2308859068808547,673,0.009573975598762732,742,0.5271746342315029,-0.4370930518699985,-0.14029296820064324,-0.34157377046406145,684,893,606,326,126,1090,0.7504933684789795,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
493,-0.8858502642193873,-0.2610854823849754,-0.1392736812521024,123,-0.44548977475469603,647,-0.3913037987944385,357,0.2122758880197363,-0.32538965332305925,0.08326726771331097,-0.34157377046406145,626,380,543,199,357,239,0.5916764964738137,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,2.16486768200785,4.554189464971452,3.9871199020949213,134,0.17937214590328038,479,0.9287913605047651,233,0.4071209954156794,1.4497839483500083,1.0520282900071125,0.6461700209408485,660,877,473,414,392,917,0.7531273808006195,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
495,0.3644439760376772,-0.24181836162031073,-0.02922580877428613,529,0.02483086297055744,321,-0.0031562911322028132,725,0.7217677583743919,-0.3010530194703562,-0.512893361390567,-0.34157377046406145,145,921,161,124,167,732,0.3487394302122594,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
496,1.564726446684459,-0.11567893036414675,-0.2264283831779642,423,0.02483086297055744,655,-0.12995644791300437,925,0.5138516893760587,-0.33011691313617425,-0.512893361390567,-0.34157377046406145,107,21,120,294,235,730,0.37157774483964456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
497,0.014361588765699148,-0.26259072619471485,-0.20634665462361818,383,-0.33576546387246275,92,-0.37488845485187766,127,0.397117433778082,-0.3747632558155935,-0.512893361390567,0.8785803248008274,512,691,719,172,80,142,-0.39223963542393,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
498,-0.03565018084458343,-0.09851915093311728,-0.1388720466810155,226,-0.4446655545790548,591,-0.4748461742163999,996,0.2373589906309059,-0.3420226045173527,-0.512893361390567,-0.22536861853407203,628,204,286,151,114,410,0.168212004913359,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
499,-1.0858973426605176,-0.23730263019109246,-0.02922580877428613,148,-0.43879298582761134,35,-0.3908850400203936,577,0.4071209954156794,-0.3010530194703562,-0.4383732827525822,-0.051060890639087905,68,572,710,104,31,678,1.3243569211411617,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
500,0.7145263633096552,-0.22345438714148974,-0.09308570557710653,662,-0.28425170289488844,353,-0.3509354529765083,221,0.6436339424084603,-0.3057802792834712,-0.3265931647956051,-0.34157377046406145,664,409,119,305,126,1086,-0.1294772476237407,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
501,0.46446751525824237,-0.008204522348751657,-0.0324388853429815,752,0.4369409507911519,242,0.7211288844558896,988,0.19398057717042225,1.4497839483500083,1.1638084079640896,-0.34157377046406145,48,194,281,398,89,76,-0.020350958848665092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
502,0.3144322064273946,-0.12019466179336503,-0.24450193887687566,489,-0.44739578391086626,515,-0.44222486571830066,994,0.2490365811714282,-0.35410337959531324,0.4186076215842423,-0.22536861853407203,445,161,621,54,275,1012,0.19797206294333294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
503,0.7645381329199378,3.6510431791277953,-0.07621705359145586,48,0.12785838492570606,625,0.06602265834001786,23,0.4936398285468553,-0.3010530194703562,0.45586766090323466,0.35565714111587504,802,217,118,92,361,591,-0.10065148902446566,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
504,1.814785294735872,3.9520919410756807,-0.03766013476711147,105,0.7975372776341721,320,1.346921996388617,361,0.17176273766186656,2.8504535226062995,0.5303877395412194,-0.34157377046406145,783,665,435,209,201,117,0.043806195295102233,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,0.4144557456479598,-0.26259072619471485,-0.20634665462361818,691,0.17937214590328038,67,0.5491027800782368,127,0.1672989303479514,1.7999513419140811,0.7539479754551736,-0.34157377046406145,285,366,280,17,356,195,-0.09286779400236263,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
506,1.314667598633046,-0.26259072619471485,-0.4240325921527292,93,-0.44378982064243605,231,-0.5436482407919802,609,0.27743471866119196,-0.372487167757427,-0.02851285024366613,0.12324683725589622,613,33,248,84,395,654,-0.1363553834592401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507,-0.8858502642193873,-0.25416136086017405,-0.2609689562914394,905,-0.33576546387246275,186,-0.39293695801321366,1266,0.1672989303479514,-0.3549787980792234,0.8657280934121506,0.5880674449758538,278,735,568,325,232,97,0.16276178960817422,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
